"No.","Time","Source","Destination","Protocol","Length","Info"
"8152","253.366962500","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5970635 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8153","253.366968096","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5972027 Win=2176768 Len=0 TSval=3603764883 TSecr=2605228690"
"8154","253.366979951","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5972027 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8155","253.366985644","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5973419 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8156","253.366993208","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5974811 Win=2176768 Len=0 TSval=3603764883 TSecr=2605228690"
"8157","253.366999152","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5974811 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8158","253.367004511","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5976203 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8159","253.367010682","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5977595 Win=2176768 Len=0 TSval=3603764883 TSecr=2605228690"
"8160","253.367016665","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5977595 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8161","253.367020444","173.194.163.223","192.168.1.65","TLSv1.2","1458","Application Data [TCP segment of a reassembled PDU]"
"8162","253.367024477","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5980379 Win=2176768 Len=0 TSval=3603764883 TSecr=2605228690"
"8163","253.367027985","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5980379 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8164","253.367031523","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5981771 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8165","253.367035472","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5983163 Win=2176768 Len=0 TSval=3603764883 TSecr=2605228690"
"8166","253.367043855","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5983163 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8167","253.369914847","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5984555 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8168","253.369964869","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5985947 Win=2176768 Len=0 TSval=3603764886 TSecr=2605228690"
"8169","253.370005917","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5985947 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8170","253.370029963","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5987339 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8171","253.370052478","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5988731 Win=2176768 Len=0 TSval=3603764886 TSecr=2605228690"
"8172","253.372456099","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5988731 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8173","253.372480866","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5990123 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8174","253.372491520","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5991515 Win=2176768 Len=0 TSval=3603764889 TSecr=2605228690"
"8175","253.374504938","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5991515 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8176","253.374517578","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5992907 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8177","253.374525222","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5994299 Win=2176768 Len=0 TSval=3603764891 TSecr=2605228690"
"8178","253.374532018","173.194.163.223","192.168.1.65","TLSv1.2","1458","Application Data [TCP segment of a reassembled PDU]"
"8179","253.374536157","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5995691 Ack=11060 Win=88064 Len=1392 TSval=2605228690 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8180","253.374540701","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5997083 Win=2176768 Len=0 TSval=3603764891 TSecr=2605228690"
"8181","253.374548713","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5997083 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8182","253.374552849","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5998475 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8183","253.374557199","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=5999867 Win=2176768 Len=0 TSval=3603764891 TSecr=2605228691"
"8184","253.374565091","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=5999867 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8185","253.374568873","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6001259 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8186","253.374573096","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=6002651 Win=2176768 Len=0 TSval=3603764891 TSecr=2605228691"
"8187","253.374576925","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6002651 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8188","253.374580400","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6004043 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8189","253.374584282","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=6005435 Win=2176768 Len=0 TSval=3603764891 TSecr=2605228691"
"8190","253.374592060","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6005435 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8191","253.374595855","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6006827 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8192","253.374599821","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=6008219 Win=2176768 Len=0 TSval=3603764891 TSecr=2605228691"
"8193","253.374603510","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6008219 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8194","253.374607088","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6009611 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8195","253.374611401","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=6011003 Win=2176768 Len=0 TSval=3603764891 TSecr=2605228691"
"8196","253.374618972","173.194.163.223","192.168.1.65","TLSv1.2","1458","Application Data [TCP segment of a reassembled PDU]"
"8197","253.374627886","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6012395 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8198","253.374632116","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=6013787 Win=2176768 Len=0 TSval=3603764891 TSecr=2605228691"
"8199","253.374636169","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6013787 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8200","253.374639784","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6015179 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8201","253.374643836","192.168.1.65","173.194.163.223","TCP","66","55680  >  443 [ACK] Seq=11060 Ack=6016571 Win=2176768 Len=0 TSval=3603764891 TSecr=2605228691"
"8202","253.377278431","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6016571 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8203","253.377313095","173.194.163.223","192.168.1.65","TCP","1458","[TCP Previous segment not captured] 443  >  55680 [ACK] Seq=6019355 Ack=11060 Win=88064 Len=1392 TSval=2605228691 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8204","253.377330368","192.168.1.65","173.194.163.223","TCP","78","55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764894 TSecr=2605228691 SLE=6019355 SRE=6020747"
"8205","253.379557086","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6020747 Ack=11060 Win=88064 Len=1392 TSval=2605228692 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8206","253.379579655","192.168.1.65","173.194.163.223","TCP","78","[TCP Dup ACK 8204#1] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764896 TSecr=2605228691 SLE=6019355 SRE=6022139"
"8207","253.379602204","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6022139 Ack=11060 Win=88064 Len=1392 TSval=2605228692 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8208","253.379608465","192.168.1.65","173.194.163.223","TCP","78","[TCP Dup ACK 8204#2] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764896 TSecr=2605228691 SLE=6019355 SRE=6023531"
"8209","253.379613309","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6023531 Ack=11060 Win=88064 Len=1392 TSval=2605228692 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8210","253.379617830","192.168.1.65","173.194.163.223","TCP","78","[TCP Dup ACK 8204#3] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764896 TSecr=2605228691 SLE=6019355 SRE=6024923"
"8211","253.379626296","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6024923 Ack=11060 Win=88064 Len=1392 TSval=2605228692 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8212","253.379631364","192.168.1.65","173.194.163.223","TCP","78","[TCP Dup ACK 8204#4] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764896 TSecr=2605228691 SLE=6019355 SRE=6026315"
"8213","253.379634836","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6026315 Ack=11060 Win=88064 Len=1392 TSval=2605228692 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8214","253.379639540","192.168.1.65","173.194.163.223","TCP","78","[TCP Dup ACK 8204#5] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764896 TSecr=2605228691 SLE=6019355 SRE=6027707"
"8215","253.379642667","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6027707 Ack=11060 Win=88064 Len=1392 TSval=2605228692 TSecr=3603764708 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"8216","253.379647144","192.168.1.65","173.194.163.223","TCP","78","[TCP Dup ACK 8204#6] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764896 TSecr=2605228691 SLE=6019355 SRE=6029099"
"8217","253.379650181","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6029099 Ack=11060 Win=88064 Len=1392 TSval=2605228692 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8218","253.379654665","192.168.1.65","173.194.163.223","TCP","78","[TCP Dup ACK 8204#7] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764896 TSecr=2605228691 SLE=6019355 SRE=6030491"
"8219","253.379662172","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6030491 Ack=11060 Win=88064 Len=1392 TSval=2605228692 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8220","253.379667605","192.168.1.65","173.194.163.223","TCP","78","[TCP Dup ACK 8204#8] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764896 TSecr=2605228691 SLE=6019355 SRE=6031883"
"8221","253.379671203","173.194.163.223","192.168.1.65","TCP","1458","[TCP Previous segment not captured] 443  >  55680 [ACK] Seq=6032499 Ack=11060 Win=88064 Len=1392 TSval=2605228693 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8222","253.379676168","192.168.1.65","173.194.163.223","TCP","86","[TCP Dup ACK 8204#9] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764896 TSecr=2605228691 SLE=6032499 SRE=6033891 SLE=6019355 SRE=6031883"
"8223","253.379679539","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6033891 Ack=11060 Win=88064 Len=1392 TSval=2605228693 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8224","253.379684815","192.168.1.65","173.194.163.223","TCP","86","[TCP Dup ACK 8204#10] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764896 TSecr=2605228691 SLE=6032499 SRE=6035283 SLE=6019355 SRE=6031883"
"8225","253.380113249","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6035283 Ack=11060 Win=88064 Len=1392 TSval=2605228693 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8226","253.380124853","192.168.1.65","173.194.163.223","TCP","86","[TCP Dup ACK 8204#11] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764897 TSecr=2605228691 SLE=6032499 SRE=6036675 SLE=6019355 SRE=6031883"
"8227","253.380130960","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6036675 Ack=11060 Win=88064 Len=1392 TSval=2605228693 TSecr=3603764708 [TCP segment of a reassembled PDU]"
"8228","253.380135400","192.168.1.65","173.194.163.223","TCP","86","[TCP Dup ACK 8204#12] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764897 TSecr=2605228691 SLE=6032499 SRE=6038067 SLE=6019355 SRE=6031883"
"8229","253.380138788","173.194.163.223","192.168.1.65","TLSv1.2","1458","[TCP Previous segment not captured] , Ignored Unknown Record"
"8230","253.380144064","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#13] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764897 TSecr=2605228691 SLE=6049203 SRE=6050595 SLE=6032499 SRE=6038067 SLE=6019355 SRE=6031883"
"8231","253.380147004","173.194.163.223","192.168.1.65","TLSv1.2","1458","[TCP Previous segment not captured] , Ignored Unknown Record"
"8232","253.380151468","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#14] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764897 TSecr=2605228691 SLE=6056163 SRE=6057555 SLE=6049203 SRE=6050595 SLE=6032499 SRE=6038067"
"8233","253.380154408","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8234","253.380158968","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#15] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764897 TSecr=2605228691 SLE=6056163 SRE=6058947 SLE=6049203 SRE=6050595 SLE=6032499 SRE=6038067"
"8235","253.380166696","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8236","253.380171167","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#16] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764897 TSecr=2605228691 SLE=6056163 SRE=6060339 SLE=6049203 SRE=6050595 SLE=6032499 SRE=6038067"
"8237","253.380174467","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8238","253.380178657","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#17] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764897 TSecr=2605228691 SLE=6056163 SRE=6061731 SLE=6049203 SRE=6050595 SLE=6032499 SRE=6038067"
"8239","253.380181698","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8240","253.380186475","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#18] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764897 TSecr=2605228691 SLE=6056163 SRE=6063123 SLE=6049203 SRE=6050595 SLE=6032499 SRE=6038067"
"8241","253.380773146","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8242","253.380781809","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#19] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764897 TSecr=2605228691 SLE=6056163 SRE=6064515 SLE=6049203 SRE=6050595 SLE=6032499 SRE=6038067"
"8243","253.380790536","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8244","253.380795110","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#20] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764897 TSecr=2605228691 SLE=6056163 SRE=6065907 SLE=6049203 SRE=6050595 SLE=6032499 SRE=6038067"
"8245","253.383859977","173.194.163.223","192.168.1.65","TLSv1.2","1458","[TCP Previous segment not captured] , Ignored Unknown Record"
"8246","253.383888129","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#21] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6078435 SRE=6079827 SLE=6056163 SRE=6065907 SLE=6049203 SRE=6050595"
"8247","253.383904887","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8248","253.383916437","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#22] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6078435 SRE=6081219 SLE=6056163 SRE=6065907 SLE=6049203 SRE=6050595"
"8249","253.383922512","173.194.163.223","192.168.1.65","TCP","1458","443  >  55680 [ACK] Seq=6081219 Ack=11060 Win=88064 Len=1392 TSval=2605228695 TSecr=3603764708"
"8250","253.383933016","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#23] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6078435 SRE=6082611 SLE=6056163 SRE=6065907 SLE=6049203 SRE=6050595"
"8251","253.383938074","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8252","253.383946875","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#24] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6078435 SRE=6084003 SLE=6056163 SRE=6065907 SLE=6049203 SRE=6050595"
"8253","253.383952240","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8254","253.383960613","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#25] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6078435 SRE=6085395 SLE=6056163 SRE=6065907 SLE=6049203 SRE=6050595"
"8255","253.383966543","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8256","253.383976065","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#26] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6078435 SRE=6086787 SLE=6056163 SRE=6065907 SLE=6049203 SRE=6050595"
"8257","253.383981541","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8258","253.383990656","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#27] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6078435 SRE=6088179 SLE=6056163 SRE=6065907 SLE=6049203 SRE=6050595"
"8259","253.383995591","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8260","253.384005076","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#28] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6078435 SRE=6089571 SLE=6056163 SRE=6065907 SLE=6049203 SRE=6050595"
"8261","253.384010228","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8262","253.384018123","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#29] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6078435 SRE=6090963 SLE=6056163 SRE=6065907 SLE=6049203 SRE=6050595"
"8263","253.384023385","173.194.163.223","192.168.1.65","TLSv1.2","1458","[TCP Previous segment not captured] , Ignored Unknown Record"
"8264","253.384029532","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#30] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6096531 SRE=6097923 SLE=6078435 SRE=6090963 SLE=6056163 SRE=6065907"
"8265","253.384045960","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8266","253.384055412","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#31] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6096531 SRE=6099315 SLE=6078435 SRE=6090963 SLE=6056163 SRE=6065907"
"8267","253.384060354","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8268","253.384068018","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#32] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764900 TSecr=2605228691 SLE=6096531 SRE=6100707 SLE=6078435 SRE=6090963 SLE=6056163 SRE=6065907"
"8269","253.384071196","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8270","253.384078893","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#33] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764901 TSecr=2605228691 SLE=6096531 SRE=6102099 SLE=6078435 SRE=6090963 SLE=6056163 SRE=6065907"
"8271","253.384082001","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8272","253.384089745","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#34] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764901 TSecr=2605228691 SLE=6096531 SRE=6103491 SLE=6078435 SRE=6090963 SLE=6056163 SRE=6065907"
"8273","253.384093751","173.194.163.223","192.168.1.65","TLSv1.2","1458","[TCP Previous segment not captured] , Ignored Unknown Record"
"8274","253.384101459","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#35] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764901 TSecr=2605228691 SLE=6111843 SRE=6113235 SLE=6096531 SRE=6103491 SLE=6078435 SRE=6090963"
"8275","253.384105428","173.194.163.223","192.168.1.65","TLSv1.2","1458","[TCP Previous segment not captured] , Ignored Unknown Record"
"8276","253.384112271","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#36] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764901 TSecr=2605228691 SLE=6120195 SRE=6121587 SLE=6111843 SRE=6113235 SLE=6096531 SRE=6103491"
"8277","253.384127242","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8278","253.384137659","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#37] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764901 TSecr=2605228691 SLE=6120195 SRE=6122979 SLE=6111843 SRE=6113235 SLE=6096531 SRE=6103491"
"8279","253.384142063","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8280","253.384150185","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#38] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764901 TSecr=2605228691 SLE=6120195 SRE=6124371 SLE=6111843 SRE=6113235 SLE=6096531 SRE=6103491"
"8281","253.390608372","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
"8282","253.390636708","192.168.1.65","173.194.163.223","TCP","94","[TCP Dup ACK 8204#39] 55680  >  443 [ACK] Seq=11060 Ack=6017963 Win=2176768 Len=0 TSval=3603764907 TSecr=2605228691 SLE=6120195 SRE=6125763 SLE=6111843 SRE=6113235 SLE=6096531 SRE=6103491"
"8283","253.397840286","173.194.163.223","192.168.1.65","TLSv1.2","1458","Ignored Unknown Record"
